IDX,name,ID,precursorMZ,collisionType,collisionEnergy,productIon,meanMZ,meanIntensity,RSDIntensity,relMeanIntensity,RSDRelMeanIntensity,relIntensity,sdRelIntensity
3459,N6-MF-dA,MON-FIR-001.mzML,348.130249,CID,20,C10H9N5O2,232.0830587,5399375.979,86.79366825,0.56453377,0.867936682,1,0.489979567
3460,N6-MF-dA,MON-FIR-001.mzML,348.130249,CID,30,C10H9N5O2,232.0829592,6318698.35,47.19433898,0.677902317,0.47194339,1,0.319931518
3461,N6-MF-dA,MON-FIR-001.mzML,348.1302185,HCD,0,C15H17N5O5,348.1303126,4636348.203,68.73263613,0.50760493,0.687326361,1,0.348890249
3462,N6-MF-dA,MON-FIR-001.mzML,348.130249,HCD,10,C10H9N5O2,232.0829773,6211467.643,65.82398838,0.66181045,0.658239884,1,0.435630034
3463,N6-MF-dA,MON-FIR-001.mzML,348.130249,HCD,10,C15H17N5O5,348.1302643,5149914.094,62.42819734,0.548705581,0.624281973,0.82909779,0.342547003
3464,N6-MF-dA,MON-FIR-001.mzML,348.130249,HCD,20,C10H9N5O2,232.0829723,6702636.779,48.92571195,0.765296516,0.48925712,1,0.374426769
3465,N6-MF-dA,MON-FIR-001.mzML,348.130249,HCD,20,C6H9NO,108.0444057,8360.491374,23.28217997,0.000954588,0.2328218,0.001247344,0.000222249
3466,N6-MF-dA,MON-FIR-001.mzML,348.1302185,HCD,30,C10H9N5O2,232.0829444,4862697,76.72736522,0.499375254,0.767273652,1,0.383157475
3467,N6-MF-dA,MON-FIR-001.mzML,348.130249,HCD,40,C6H9NO,108.044391,5241.067285,77.6279303,0.514818725,0.776279303,1,0.399643121
3468,N6-MF-dA,MON-FIR-001.mzML,348.130249,HCD,50,C6H9NO,108.0443903,3966.958089,82.33286654,0.513078335,0.823328665,1,0.4224321
3469,N6-MF-dA,MON-FIR-001.mzML,348.130249,HCD,60,C6H9NO,108.0444145,4175.30542,15.128798,0.888069926,0.15128798,1,0.134354305
3470,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,0,C15H17N5O4,332.1351949,47457999.7,92.05898741,0.426087981,0.920589874,1,0.39225228
3471,N6-MFF-dA,MON-FIR-002.mzML,332.1352539,CID,10,C10H9N5O,216.0881453,6285670.479,97.03105599,0.074522279,0.97031056,0.154217603,0.072309755
3472,N6-MFF-dA,MON-FIR-002.mzML,332.1352539,CID,10,C15H17N5O4,332.1352703,40758450.06,87.31342029,0.4832281,0.873134203,1,0.421922982
3473,N6-MFF-dA,MON-FIR-002.mzML,332.135376,CID,20,C10H9N5O,216.0880102,52169023.77,61.4344841,0.674354771,0.614344841,1,0.414286374
3474,N6-MFF-dA,MON-FIR-002.mzML,332.135376,CID,20,C15H17N5O4,332.1352843,19974163.97,119.5519283,0.258192923,1.195519283,0.382874022,0.308674619
3475,N6-MFF-dA,MON-FIR-002.mzML,332.1351013,CID,30,C10H9N5O,216.0879885,46488701.32,63.50791719,0.576777685,0.635079172,1,0.366299495
3476,N6-MFF-dA,MON-FIR-002.mzML,332.1351013,CID,30,C6H9NO,108.0443827,15599.91276,65.21525649,0.000193546,0.652152565,0.000335564,0.000126221
3477,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,40,C10H9N5O,216.0880355,36904905.71,91.81396528,0.490675607,0.918139653,1,0.450508731
3478,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,40,C6H9NO,108.044377,15466.43903,46.74085621,0.000205637,0.467408562,0.000419089,9.61E-05
3479,N6-MFF-dA,MON-FIR-002.mzML,332.1352539,CID,50,C10H9N5O,216.0879772,37845980.06,106.2338294,0.4687548,1.062338294,1,0.497976175
3480,N6-MFF-dA,MON-FIR-002.mzML,332.135376,CID,70,C10H12N4,182.0600968,608.3741455,12.86514866,0.120951424,0.128651487,0.133088347,0.01556058
3481,N6-MFF-dA,MON-FIR-002.mzML,332.135376,CID,70,C5H9N,80.04943825,4571.2052,6.885831736,0.908805513,0.068858317,1,0.062578818
3482,N6-MFF-dA,MON-FIR-002.mzML,332.135376,CID,70,C6H11N,93.05726867,2955.823242,7.671562598,0.587649939,0.076715626,0.64661793,0.045081933
3483,N6-MFF-dA,MON-FIR-002.mzML,332.135376,CID,70,C6H9NO,108.0443685,4074.794678,7.460755084,0.81011368,0.074607551,0.891404892,0.060440598
3484,N6-MFF-dA,MON-FIR-002.mzML,332.135376,CID,70,C7H9N3,130.0399935,839.783859,40.16699707,0.166958202,0.401669971,0.183711696,0.067062096
3485,N6-MFF-dA,MON-FIR-002.mzML,332.135376,CID,70,C8H11NO,130.0287628,2475.013794,3.748866631,0.49205977,0.037488666,0.541435723,0.018446665
3486,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,80,C5H9N,80.0494536,3799.154883,14.93969155,0.86335768,0.149396916,1,0.128982974
3487,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,80,C6H11N,93.05727775,2578.06366,8.097526247,0.585864785,0.080975262,0.678588723,0.047440555
3488,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,80,C6H9NO,108.044403,1941.966675,27.07080487,0.44131179,0.270708049,0.511157543,0.119466654
3489,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,80,C7H9N3,130.0400393,1551.474823,17.26151021,0.352572544,0.172615102,0.40837367,0.060859346
3490,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,80,C8H11NO,130.0287985,1920.25767,21.38664688,0.43637842,0.213866469,0.505443376,0.093326712
3491,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,90,C5H9N,80.04940975,3364.079407,9.958413093,0.895804613,0.099584131,1,0.089207924
3492,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,90,C6H11N,93.057246,1625.741211,30.24649654,0.43291085,0.302464965,0.483264815,0.130940365
3493,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,90,C7H9N3,130.039973,1553.250285,6.431366346,0.413607588,0.064313663,0.461716296,0.026600619
3494,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,90,C8H11NO,130.0287627,1108.21875,3.024898519,0.29510227,0.030248985,0.329427049,0.008926544
3495,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,100,C5H9N,80.04941567,2325.653035,21.77884835,0.839016971,0.217788484,1,0.182728234
3496,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,100,C6H9NO,108.0443623,465.7599997,21.57816899,0.168030458,0.21578169,0.20027063,0.036257896
3497,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,CID,100,C7H9N3,130.0399727,1632.072876,12.16579822,0.588796704,0.121657982,0.701769719,0.071631819
3498,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,0,C15H17N5O4,332.1351991,52963205.53,76.15415575,0.4568774,0.761541558,1,0.347931126
3499,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,10,C15H17N5O4,332.135233,44816684.12,84.56856764,0.477674027,0.845685676,1,0.403962083
3500,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,20,C10H9N5O,216.0880794,39874698.6,87.63170284,0.462225313,0.876317028,1,0.405055912
3501,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,20,C15H17N5O4,332.1352691,20606374.86,102.6347976,0.238867964,1.026347976,0.516778197,0.245161651
3502,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,20,C6H9NO,108.0443983,12784.67587,57.5954391,0.000148199,0.575954391,0.000320621,8.54E-05
3503,N6-MFF-dA,MON-FIR-002.mzML,332.1351013,HCD,30,C10H9N5O,216.0880073,33426694.71,98.58464729,0.386278443,0.985846473,1,0.380811241
3504,N6-MFF-dA,MON-FIR-002.mzML,332.1351013,HCD,30,C6H9NO,108.0444109,18055.32208,47.65611741,0.000208647,0.476561174,0.000540147,9.94E-05
3505,N6-MFF-dA,MON-FIR-002.mzML,332.1351013,HCD,40,C10H9N5O,216.0880017,32830319.56,103.2139291,0.394376498,1.032139291,1,0.407051479
3506,N6-MFF-dA,MON-FIR-002.mzML,332.1351013,HCD,40,C11H14N4O,210.055069,866.8234863,44.22904404,1.04E-05,0.44229044,2.64E-05,4.61E-06
3507,N6-MFF-dA,MON-FIR-002.mzML,332.1351013,HCD,40,C6H9NO,108.044383,13927.35284,54.93446043,0.000167303,0.549344604,0.000424222,9.19E-05
3508,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,50,C10H12N4,182.0601195,797.4855653,40.49938442,9.83E-06,0.404993844,1.92E-05,3.98E-06
3509,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,50,C10H9N5O,216.0880242,41466903.73,81.88292914,0.511078622,0.818829291,1,0.418486146
3510,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,50,C11H14N4O,210.055036,1336.947885,16.41387554,1.65E-05,0.164138755,3.22E-05,2.70E-06
3511,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,50,C5H9N,80.0494338,3506.202344,23.30024397,4.32E-05,0.23300244,8.46E-05,1.01E-05
3512,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,50,C6H11N,93.057267,2296.761047,22.40726597,2.83E-05,0.22407266,5.54E-05,6.34E-06
3513,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,50,C6H9NO,108.0443719,10985.89635,38.74539281,0.000135401,0.387453928,0.000264932,5.25E-05
3514,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,50,C8H11NO,130.0287932,2001.565454,34.24487569,2.47E-05,0.342448757,4.83E-05,8.45E-06
3515,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,60,C10H12N4,182.060108,744.7430575,6.848444706,0.089443611,0.068484447,0.099066626,0.006125496
3516,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,60,C11H14N4O,210.0550728,770.9181215,31.36267349,0.092587235,0.313626735,0.102548465,0.029037832
3517,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,60,C5H9N,80.0494154,3504.898242,5.067726682,0.420938138,0.050677267,0.466225823,0.021331994
3518,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,60,C6H11N,93.05725275,3027.90155,11.26370354,0.363650854,0.112637035,0.402775143,0.040960554
3519,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,60,C6H9NO,108.0443542,7517.597852,8.947831618,0.902863199,0.089478316,1,0.080786679
3520,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,60,C8H11NO,130.0287538,2146.252124,25.4604268,0.257764794,0.254604268,0.285497065,0.065628017
3521,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,70,C10H12N4,182.06014,669.5843507,15.19364744,0.077798175,0.151936474,0.138397705,0.01182038
3522,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,70,C5H9N,80.04942833,4838.117432,40.4657422,0.562134861,0.404657422,1,0.227472044
3523,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,70,C6H11N,93.05728133,3299.484863,23.41051943,0.383363052,0.234105194,0.681977011,0.089747282
3524,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,70,C6H9NO,108.0443705,3669.000061,11.80128584,0.426296564,0.118012858,0.758352833,0.050308476
3525,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,70,C8H11NO,130.0287782,2508.662549,22.00648222,0.291478389,0.220064822,0.518520392,0.06414414
3526,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,90,C5H9N,80.049423,3051.38628,8.399510149,0.927690089,0.083995101,1,0.077921423
3527,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,90,C6H11N,93.05726425,1781.684937,12.80067708,0.541672311,0.128006771,0.583893605,0.069337723
3528,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,90,C8H11NO,130.028768,1066.148743,17.91637269,0.324133207,0.179163727,0.349398157,0.058072913
3529,N6-MFF-dA,MON-FIR-002.mzML,332.1354065,HCD,100,C7H9N3,130.039968,1972.744018,38.47039819,0.695512346,0.384703982,1,0.267566369
3530,N2-MP-dG,MON-FIR-003.mzML,360.1302185,CID,0,C16H17N5O5,360.1303,16439256.78,85.52099395,0.446007262,0.85520994,1,0.381429843
3531,N2-MP-dG,MON-FIR-003.mzML,360.130249,CID,10,C11H9N5O2,244.083011,9690368.428,58.07351406,0.302384384,0.580735141,0.69194483,0.175605238
3532,N2-MP-dG,MON-FIR-003.mzML,360.130249,CID,10,C16H17N5O5,360.1302866,14004539.09,88.49891072,0.437006494,0.884989107,1,0.386745987
3533,N2-MP-dG,MON-FIR-003.mzML,360.130249,CID,20,C11H9N5O2,244.0829621,12822944.44,102.3075051,0.412096942,1.023075051,1,0.4216061
3534,N2-MP-dG,MON-FIR-003.mzML,360.130249,CID,20,C16H17N5O5,360.1303451,4953737.64,110.7771682,0.159200575,1.107771682,0.386318264,0.176357889
3535,N2-MP-dG,MON-FIR-003.mzML,360.130127,CID,30,C11H9N5O2,244.082969,16158386.26,68.72521795,0.4808751,0.68725218,1,0.33048246
3536,N2-MP-dG,MON-FIR-003.mzML,360.130127,CID,40,C11H9N5O2,244.0829076,15500630.84,85.4428482,0.494454199,0.854428482,1,0.422475751
3537,N2-MP-dG,MON-FIR-003.mzML,360.130249,CID,50,C11H9N5O2,244.0829066,17586387.54,80.51366198,0.539287995,0.80513662,1,0.434200514
3538,N2-MP-dG,MON-FIR-003.mzML,360.1302185,HCD,0,C16H17N5O5,360.1302419,19636106.14,77.01905506,0.475564048,0.770190551,1,0.366274936
3539,N2-MP-dG,MON-FIR-003.mzML,360.130249,HCD,10,C11H9N5O2,244.0830209,11895248.24,44.85430161,0.388211724,0.448543016,0.766412475,0.174129658
3540,N2-MP-dG,MON-FIR-003.mzML,360.130249,HCD,10,C16H17N5O5,360.1302928,15520687.14,73.14031516,0.506531061,0.731403152,1,0.370478415
3541,N2-MP-dG,MON-FIR-003.mzML,360.130127,HCD,20,C11H9N5O2,244.0829635,19421705.71,77.43367913,0.523203512,0.774336791,1,0.405135728
3542,N2-MP-dG,MON-FIR-003.mzML,360.130127,HCD,20,C16H17N5O5,360.1303361,5105490.29,86.87217661,0.137537376,0.868721766,0.262875484,0.119481713
3543,N2-MP-dG,MON-FIR-003.mzML,360.130127,HCD,30,C11H9N5O2,244.0829697,14667474.98,82.19928363,0.467585904,0.821992836,1,0.384352264
3544,N2-MP-dG,MON-FIR-003.mzML,360.130249,HCD,40,C11H9N5O2,244.0829316,13219049.48,90.96018001,0.386002955,0.9096018,1,0.351108983
3545,N2-MP-dG,MON-FIR-003.mzML,360.130249,HCD,40,C6H6O2,109.0284423,8511784.5,17.31527811,0.248548428,0.173152781,0.643902915,0.043036852
3546,N2-MP-dG,MON-FIR-003.mzML,360.1302185,HCD,50,C11H9N5O2,244.0829273,15100879.23,82.14703923,0.470773884,0.821470392,1,0.386726807
3547,N2-MP-dG,MON-FIR-003.mzML,360.1302185,HCD,50,C6H6O2,109.0284164,12272900.6,14.47102643,0.382610906,0.144710264,0.812727551,0.055367725
3548,N2-MP-dG,MON-FIR-003.mzML,360.1302185,HCD,60,C6H6O2,109.0284017,4590420.359,87.90824146,0.575416084,0.879082415,1,0.50583816
3549,N6-MIM-dA,MON-FIR-004.mzML,482.1819153,CID,0,C22H15N5O,366.1350098,621994.2125,85.60440939,0.093477524,0.856044094,0.192116396,0.080020883
3550,N6-MIM-dA,MON-FIR-004.mzML,482.1819153,CID,0,C27H23N5O4,482.1821201,3237590.464,83.64828352,0.486567134,0.836482835,1,0.407005056
3551,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,CID,10,C22H15N5O,366.1348673,2948885.869,93.0264382,0.451083862,0.930264382,1,0.41962725
3552,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,CID,10,C27H23N5O4,482.1821108,1358295.734,160.8726389,0.207775178,1.608726389,0.460613192,0.334253412
3553,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,CID,20,C17H12,215.085537,886541.2773,85.38907126,0.135252287,0.853890713,0.273485436,0.115490672
3554,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,CID,20,C22H15N5O,366.1348498,3241639.814,74.7311063,0.494550237,0.747311063,1,0.369582863
3555,N6-MIM-dA,MON-FIR-004.mzML,482.1819153,CID,30,C22H15N5O,366.1348571,3636171.42,78.29045706,0.532953652,0.782904571,1,0.41725185
3556,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,CID,40,C17H12,215.0855194,2060761.219,117.3839982,0.316510422,1.173839982,0.614237843,0.371532588
3557,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,CID,40,C22H15N5O,366.1347476,3354989.019,83.15002205,0.515289681,0.831500221,1,0.428463483
3558,N6-MIM-dA,MON-FIR-004.mzML,482.1819763,CID,50,C17H12,215.0854697,2151536.208,115.9758148,0.382295207,1.159758148,0.563512758,0.443369982
3559,N6-MIM-dA,MON-FIR-004.mzML,482.1819763,CID,50,C22H15N5O,366.1348573,3818078.969,59.03433489,0.678414467,0.590343349,1,0.400497468
3560,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,CID,60,C17H12,215.0854743,3073596.635,80.7301914,0.626435424,0.807301914,1,0.505722516
3561,N6-MIM-dA,MON-FIR-004.mzML,482.1820374,CID,70,C17H12,215.085485,3790465.708,54.69921216,0.649433278,0.546992122,1,0.355234886
3562,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,CID,80,C17H12,215.0854888,4188573.547,54.65274261,0.68725613,0.546527426,1,0.375604324
3563,N6-MIM-dA,MON-FIR-004.mzML,482.1819763,CID,90,C17H12,215.0855074,3020111.906,77.56470972,0.54016282,0.775647097,1,0.418975723
3564,N6-MIM-dA,MON-FIR-004.mzML,482.1819763,CID,100,C17H12,215.0854988,3207176.492,60.61783491,0.703970397,0.606178349,1,0.426731613
3565,N6-MIM-dA,MON-FIR-004.mzML,482.1819153,HCD,0,C22H15N5O,366.1349518,768657.0887,51.03286955,0.113246923,0.510328696,0.206861156,0.057793154
3566,N6-MIM-dA,MON-FIR-004.mzML,482.1819153,HCD,0,C27H23N5O4,482.1820941,3715811.625,58.36592243,0.547453784,0.583659224,1,0.319526451
3567,N6-MIM-dA,MON-FIR-004.mzML,482.1819153,HCD,10,C22H15N5O,366.1349082,2334122.065,107.6670662,0.31405692,1.076670662,0.967514623,0.338135872
3568,N6-MIM-dA,MON-FIR-004.mzML,482.1819153,HCD,10,C27H23N5O4,482.1820985,2412492.803,84.07021186,0.32460173,0.840702119,1,0.272893362
3569,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,20,C17H12,215.0855224,1601579.116,51.80953212,0.242012214,0.518095321,0.46660366,0.125385396
3570,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,20,C22H15N5O,366.134869,3432418.675,68.37135096,0.51866763,0.68371351,1,0.354620066
3571,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,30,C17H12,215.0856041,1900325.883,84.18649308,0.278888664,0.841864931,0.720839028,0.234786586
3572,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,30,C22H15N5O,366.1349365,2317371.26,95.80305084,0.34009355,0.958030508,0.879034307,0.325819996
3573,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,30,C6H7N5O,164.056732,2636269.417,8.121042228,0.386894512,0.081210422,1,0.031419867
3574,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,40,C17H12,215.0855121,2243975.643,90.77328331,0.340357449,0.907732833,0.58597292,0.308953632
3575,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,40,C22H15N5O,366.134903,3829486.938,68.83862003,0.580841602,0.6883862,1,0.399843343
3576,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,40,C6H7N5O,164.0566485,2173585.266,57.38140513,0.329680912,0.573814051,0.567591769,0.18917554
3577,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,50,C17H12,215.0855674,2780406.801,91.45357234,0.412421994,0.914535723,0.781729153,0.377174647
3578,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,50,C22H15N5O,366.1348703,3556739.301,85.69446273,0.527576582,0.856944627,1,0.452103917
3579,N6-MIM-dA,MON-FIR-004.mzML,482.1820068,HCD,50,C6H7N5O,164.0567523,1436563.667,79.78177913,0.213087686,0.797817791,0.403899062,0.170005147
3580,N6-MIM-dA,MON-FIR-004.mzML,482.1819763,HCD,60,C17H12,215.0855146,3314517.504,67.50082562,0.545208071,0.675008256,1,0.36801995
3581,N6-MIM-dA,MON-FIR-004.mzML,482.1819153,HCD,70,C17H12,215.0855585,3677448.427,71.17931305,0.581156122,0.711793131,1,0.413662935
3582,N6-MIM-dA,MON-FIR-004.mzML,482.1819763,HCD,80,C17H12,215.0854645,3210924.219,67.45841296,0.540710467,0.67458413,1,0.3647547
3583,N6-MIM-dA,MON-FIR-004.mzML,482.1819153,HCD,90,C17H12,215.0855458,3470095.047,57.31253638,0.641925236,0.573125364,1,0.367903634
3584,N6-MIM-dA,MON-FIR-004.mzML,482.1819153,HCD,100,C17H12,215.0855561,2339099.835,70.56252713,0.521047757,0.705625271,1,0.367664465
3585,5-formyl-dC,OLI-NCU-012.mzML,256.0925598,CID,10,C10H13N3O5,256.0926107,560475.6042,11.71323974,0.308657095,0.117132397,0.347365818,0.036153746
3586,5-formyl-dC,OLI-NCU-012.mzML,256.0925598,CID,10,C5H5N3O2,140.0452498,1613502.469,18.17605885,0.888564965,0.181760588,1,0.161506091
3587,5-formyl-dC,OLI-NCU-012.mzML,256.0925598,CID,20,C5H5N3O2,140.0452621,2300170.393,35.51416336,0.656221224,0.355141634,1,0.233051477
3588,5-formyl-dC,OLI-NCU-012.mzML,256.0926819,CID,80,C5H8N2O2,129.0652927,1688.357869,58.4411018,0.700415137,0.584411018,1,0.409330323
3589,5-formyl-dC,OLI-NCU-012.mzML,256.0925598,HCD,0,C10H13N3O5,256.092584,862331.975,18.30445186,0.397438877,0.183044519,0.653483538,0.072749008
3590,5-formyl-dC,OLI-NCU-012.mzML,256.0925598,HCD,0,C5H5N3O2,140.0452577,1319592.5,48.93492288,0.608184988,0.489349229,1,0.297614855
3591,5-formyl-dC,OLI-NCU-012.mzML,256.0926514,HCD,10,C5H5N3O2,140.0452698,2795764.35,17.73071088,0.825868204,0.177307109,1,0.146432304
3592,5-formyl-dC,OLI-NCU-012.mzML,256.0925598,HCD,20,C5H5N3O2,140.0452533,1857823.536,33.38370037,0.676591018,0.333837004,1,0.225871118
3593,5-formyl-dC,OLI-NCU-012.mzML,256.0925598,HCD,30,C5H5N3O2,140.0452696,2126935.278,25.57792341,0.725572697,0.255779234,1,0.185586429
3594,5-formyl-dC,OLI-NCU-012.mzML,256.0925598,HCD,40,C5H5N3O2,140.0452574,1840883.225,30.34209123,0.685220684,0.303420912,1,0.207910285
3595,5-formyl-dC,OLI-NCU-012.mzML,256.0925598,HCD,50,C5H5N3O2,140.0452636,1658565.463,36.24778076,0.683129976,0.362477808,1,0.247619456
3596,8-OH-dG,OLI-NCU-014.mzML,284.0985107,CID,0,C10H13N5O5,284.0985945,4716823.625,64.81047471,0.527621064,0.648104747,1,0.341953716
3597,8-OH-dG,OLI-NCU-014.mzML,284.0986633,CID,30,C5H5N5O2,168.0514373,4084944.281,53.27196986,0.606714345,0.532719699,1,0.323208683
3598,8-OH-dG,OLI-NCU-014.mzML,284.0985413,CID,40,C4H8O,73.06468575,45437.01074,14.73080325,0.005980637,0.147308032,0.00900217,0.000880996
3599,8-OH-dG,OLI-NCU-014.mzML,284.0985413,CID,40,C5H5N5O2,168.0514423,5047339.583,50.62811976,0.664354974,0.506281198,1,0.336350432
3600,8-OH-dG,OLI-NCU-014.mzML,284.0986328,CID,70,C4H8O,73.06470233,5674.362793,7.092421769,0.924321801,0.070924218,1,0.065556801
3601,8-OH-dG,OLI-NCU-014.mzML,284.0986328,HCD,0,C10H13N5O5,284.098648,5087873.898,81.94620065,0.415503864,0.819462007,1,0.34048963
3602,8-OH-dG,OLI-NCU-014.mzML,284.0985413,HCD,10,C10H13N5O5,284.0986225,4784280.229,67.81558232,0.514430603,0.678155823,1,0.348864109
3603,8-OH-dG,OLI-NCU-014.mzML,284.0985413,HCD,10,C4H8O,73.0647105,19157.43823,12.87860091,0.002059907,0.128786009,0.004004247,0.000265287
3604,8-OH-dG,OLI-NCU-014.mzML,284.0985413,HCD,20,C10H13N5O5,284.0986837,367739.5365,30.18220175,0.032761657,0.301822018,0.081523609,0.009888189
3605,8-OH-dG,OLI-NCU-014.mzML,284.0985413,HCD,20,C3H8O,59.049117,11097.74447,31.46851682,0.00098869,0.314685168,0.002460242,0.000311126
3606,8-OH-dG,OLI-NCU-014.mzML,284.0985413,HCD,20,C4H8O,73.06473175,50492.7666,22.76843861,0.004498365,0.227684386,0.011193663,0.001024207
3607,8-OH-dG,OLI-NCU-014.mzML,284.0985413,HCD,20,C4H8O2,89.05959567,2754.049072,41.4337037,0.000245356,0.414337037,0.000610541,0.00010166
3608,8-OH-dG,OLI-NCU-014.mzML,284.0985413,HCD,20,C5H5N5O2,168.051413,4510834.825,90.35624432,0.4018671,0.903562443,1,0.363112019
3609,8-OH-dG,OLI-NCU-014.mzML,284.0986328,HCD,30,C3H8O,59.04912275,13431.74585,7.441551342,0.001240648,0.074415513,0.002718701,9.23E-05
3610,8-OH-dG,OLI-NCU-014.mzML,284.0986328,HCD,30,C4H8O,73.0647216,44431.34375,4.465291028,0.004103984,0.04465291,0.008993287,0.000183255
3611,8-OH-dG,OLI-NCU-014.mzML,284.0986328,HCD,30,C4H8O2,89.05962175,3012.381043,11.23631721,0.000278244,0.112363172,0.000609732,3.13E-05
3612,8-OH-dG,OLI-NCU-014.mzML,284.0986328,HCD,30,C5H5N5O2,168.051407,4940500.964,64.780256,0.456338552,0.64780256,1,0.295617282
3613,8-OH-dG,OLI-NCU-014.mzML,284.0986328,HCD,40,C4H8O,73.064687,36280.60417,3.115334043,0.004046037,0.03115334,0.007990569,0.000126048
3614,8-OH-dG,OLI-NCU-014.mzML,284.0986328,HCD,40,C5H5N5O2,168.051422,4540428.063,65.87675308,0.506351555,0.658767531,1,0.333567964
3615,8-OH-dG,OLI-NCU-014.mzML,284.0986328,HCD,50,C4H8O,73.06469186,26310.88058,18.0053268,0.786897793,0.180053268,1,0.141683519
3616,8-OH-dG,OLI-NCU-014.mzML,284.0985413,HCD,60,C4H8O,73.064688,13884.47437,49.16454459,0.733351456,0.491645446,1,0.360548904
3617,8-OH-dG,OLI-NCU-014.mzML,284.0984497,HCD,70,C4H8O,73.06469233,6828.384765,26.65231714,0.77228576,0.266523171,1,0.20583205
3618,8-OH-dG,OLI-NCU-014.mzML,284.0986328,HCD,80,C4H8O,73.064687,2346.189656,14.21692754,0.888592994,0.142169275,1,0.126330622
3619,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,CID,0,C16H17ClN6O4,393.1069923,4333079.565,86.56433424,0.475841057,0.865643342,1,0.411908643
3620,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,CID,0,C6H9N3O2,149.0232543,958.6703693,30.67496787,0.000105277,0.306749679,0.000221245,3.23E-05
3621,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,CID,10,C16H17ClN6O4,393.107045,3245312.221,102.1849709,0.398604958,1.021849709,1,0.40731436
3622,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,CID,10,C6H9N3O2,149.02323,868.9692992,12.70886934,0.000106731,0.127088693,0.000267761,1.36E-05
