IDX,name,ID,precursorMZ,collisionType,collisionEnergy,productIon,meanMZ,meanIntensity,RSDIntensity,relMeanIntensity,RSDRelMeanIntensity,relIntensity,sdRelIntensity
161,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,90,C11H10N4,199.0977164,665288.0127,36.61421842,0.08864241,0.366142184,0.223775168,0.032455726
162,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,90,C12H11N5,224.0929109,2973019.837,86.26010224,0.396122639,0.862601022,1,0.341695793
163,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,90,C12H12N4,209.0819695,1494194.849,79.80457412,0.199085253,0.798045741,0.50258489,0.158879138
164,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,90,C13H14N6,249.0881676,957245.1398,53.61000466,0.12754253,0.536100047,0.321977381,0.068375556
165,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,90,C14H13N7,276.0989925,517450.9898,52.03104688,0.068944731,0.520310469,0.174048953,0.035872665
166,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,90,C15H14N8,303.1100067,554423.2744,47.05629235,0.073870886,0.470562924,0.186484889,0.0347609
167,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,100,C11H10N4,198.3863032,522579.0724,61.61479914,0.077643125,0.616147991,0.175956237,0.047839656
168,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,100,C11H9N5,209.070261,330558.627,36.5156121,0.049113342,0.365156121,0.111301534,0.017934038
169,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,100,C12H11N5,224.0929092,2969937.752,83.14747137,0.441263841,0.831474714,1,0.366899726
170,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,100,C12H12N4,209.0819195,1561966.37,86.35282798,0.232071961,0.86352828,0.525925626,0.200400702
171,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,100,C13H14N6,249.0881678,816562.3232,49.42636704,0.121322215,0.49426367,0.274942572,0.059965163
172,dG-C8-IQ,TUR-UMN-004.mzML,464.178894,HCD,100,C14H13N7,276.0989991,176930.5725,67.43001958,0.026287778,0.674300196,0.059573832,0.017725854
173,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,CID,0,C21H22N10O4,479.1894239,1871882.267,96.64031824,0.386212197,0.966403182,1,0.373236696
174,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,CID,10,C21H22N10O4,479.1894103,1766479.116,93.23556087,0.375336602,0.932355609,1,0.349947186
175,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,CID,20,C16H14N10O,363.1422314,2181144.375,42.34176227,0.622212167,0.423417623,1,0.263455597
176,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,CID,20,C21H22N10O4,479.1893334,578950.8263,94.31565327,0.165156536,0.943156533,0.265434436,0.155768465
177,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,CID,30,C16H14N10O,363.1422118,1903247.387,88.37682633,0.357441951,0.883768263,1,0.315895852
178,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,CID,40,C16H14N10O,363.1422212,1873768.96,94.94342135,0.395180598,0.949434214,1,0.37519798
179,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898193,CID,50,C16H14N10O,363.1422258,2168663.081,85.4747424,0.409784832,0.854747424,1,0.350262529
180,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,0,C16H14N10O,363.1420959,278190.1948,39.35707998,0.038267404,0.3935708,0.1122132,0.015060933
181,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,0,C21H22N10O4,479.1894827,2479121.832,97.58606604,0.341024087,0.97586066,1,0.332791991
182,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,10,C16H14N10O,363.1422553,2038229.07,87.71584472,0.378047107,0.877158447,1,0.331607214
183,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,10,C21H22N10O4,479.1894851,1069774.903,73.33750945,0.198419949,0.733375094,0.524855091,0.145516249
184,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,20,C16H14N10O,363.142274,2680120.841,94.57558105,0.397613631,0.94575581,1,0.376045402
185,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,20,C21H22N10O4,479.1896361,130727.9722,24.08363337,0.019394358,0.240836334,0.048776895,0.004670866
186,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,30,C16H14N10O,363.1422468,2706846.093,94.7555001,0.373415356,0.947555001,1,0.353831588
187,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,40,C16H13N9O,346.1158888,84925.15885,44.26422926,0.01272913,0.442642293,0.032700087,0.005634451
188,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,40,C16H14N10O,363.1422355,2597092.75,93.29231042,0.389268993,0.932923104,1,0.363158037
189,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,50,C12H12N6,239.1038248,252742.6206,42.38338283,0.053830597,0.423833828,0.132828327,0.022815228
190,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,50,C14H14N8,293.1256477,119805.0503,34.76568379,0.025516778,0.347656838,0.06296328,0.008871082
191,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,50,C15H12N10O,348.1188596,68911.63281,47.26098388,0.014677201,0.472609839,0.036216357,0.00693659
192,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,50,C15H15N9,318.3580485,235738.837,49.85970029,0.050209032,0.498597003,0.123892026,0.025034073
193,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,50,C16H13N9O,346.1157583,263904.0246,53.4362382,0.056207818,0.534362382,0.138694178,0.030035344
194,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,50,C16H13N9O2,364.1261542,51795.54899,113.9739258,0.011031718,1.139739258,0.027221036,0.012573282
195,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,50,C16H14N10O,363.142257,1902776.517,84.60363897,0.405264438,0.84603639,1,0.342868462
196,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C12H12N6,239.1037824,604787.7762,52.76379528,0.401679794,0.527637953,0.659354769,0.211941504
197,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C12H13N5,224.0929372,183828.5391,30.39488141,0.122092762,0.303948814,0.200414474,0.03710995
198,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C13H15N7,264.409053,133352.1998,54.64942599,0.088568067,0.54649426,0.145383905,0.04840194
199,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C13H16N6,251.103803,86653.06576,27.45957329,0.057552065,0.274595733,0.094471341,0.015803552
200,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C14H13N7,276.3509064,82687.58312,64.49360338,0.054918325,0.644936034,0.090148072,0.035418806
201,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C14H14N8,291.10997,234767.2411,29.83152636,0.155924542,0.298315264,0.255949122,0.046514671
202,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C15H12N10O,348.1187014,138863.5334,28.02882986,0.09222851,0.280288299,0.151392499,0.025850572
203,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C15H13N7O,304.0939912,130932.9484,27.72318461,0.086961281,0.277231846,0.142746377,0.024108436
204,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C15H15N9,318.1208498,426175.5588,41.27102204,0.283051539,0.41271022,0.46462726,0.116818263
205,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C16H13N9O,346.1156789,263227.9531,42.00803513,0.174827194,0.420080351,0.286977702,0.073441469
206,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C16H13N9O2,364.1262022,42072.99265,102.2112323,0.027943473,1.022112323,0.04586903,0.028561368
207,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,60,C16H14N10O,363.1422016,917241.8316,47.64818367,0.609201318,0.476481837,1,0.290273363
208,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C12H12N6,239.1037705,984010.9354,65.46305105,0.466230884,0.654630511,1,0.305208962
209,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C12H13N5,224.0929162,461872.3653,47.95895764,0.218838179,0.479589576,0.469377269,0.10495251
210,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C13H15N7,264.2175204,299115.4618,58.00017883,0.141722883,0.580001788,0.30397575,0.082199525
211,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C13H16N6,251.103714,172756.1396,24.51029682,0.081853001,0.245102968,0.175563232,0.020062413
212,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C14H13N7,276.2540095,156788.5093,51.94595358,0.074287432,0.519459536,0.159336145,0.038589315
213,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C14H14N8,291.244293,227403.9617,49.09424352,0.1077455,0.490942435,0.231099019,0.052896838
214,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C15H12N10O,348.1187396,110387.6535,36.91728746,0.0523024,0.369172875,0.112181328,0.019308627
215,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C15H13N7O,304.093979,156428.532,32.27337187,0.074116872,0.322733719,0.158970319,0.023920014
216,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C15H15N9,318.1208228,299779.0083,49.38383537,0.142037275,0.493838354,0.304650078,0.070143454
217,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C16H13N9O,346.1157097,149584.2801,25.47169508,0.07087402,0.254716951,0.152014855,0.018052814
218,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C16H13N9O2,364.1262126,8179.987354,135.472627,0.003875732,1.35472627,0.008312903,0.005250556
219,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898804,HCD,70,C16H14N10O,363.1422261,195949.9468,58.20114461,0.09284238,0.582011446,0.199133912,0.054035328
220,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1899719,HCD,80,C12H12N6,239.103766,1226928.797,50.91885814,0.549598202,0.509188581,1,0.279849129
221,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1899719,HCD,80,C12H13N5,224.0928929,719067.7744,51.03818966,0.322103741,0.510381897,0.586071316,0.164395918
222,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1899719,HCD,80,C13H15N7,264.0989533,370906.2573,49.1280671,0.166146082,0.491280671,0.302304631,0.081624359
223,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1899719,HCD,80,C13H16N6,250.815763,127261.2701,39.5416635,0.057006214,0.395416635,0.103723436,0.022541205
224,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1899719,HCD,80,C14H13N7,276.0989595,121382.2762,46.59452431,0.05437274,0.465945243,0.098931801,0.02533472
225,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1899719,HCD,80,C14H14N8,291.1099195,155549.8131,42.74984217,0.069677962,0.427498422,0.126779821,0.029787219
226,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1899719,HCD,80,C15H15N9,318.1208802,117001.4609,31.40375284,0.05241037,0.314037528,0.095361248,0.016458823
227,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898193,HCD,90,C12H12N6,239.1037418,1094501.803,52.89395491,0.568724111,0.528939549,1,0.300820675
228,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898193,HCD,90,C12H13N5,224.0928442,695108.141,63.922379,0.361191511,0.63922379,0.635090905,0.230882206
229,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898193,HCD,90,C13H15N7,264.0989145,301522.1657,53.07030631,0.156676695,0.530703063,0.275488048,0.083148802
230,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898193,HCD,100,C11H11N5,211.8049513,97468.68862,42.04603339,0.052214678,0.420460334,0.102119478,0.021954201
231,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898193,HCD,100,C12H12N6,239.1037554,954457.3713,57.40649746,0.511309681,0.574064975,1,0.293524979
232,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898193,HCD,100,C12H13N5,224.092809,674929.5022,62.79409872,0.36156459,0.627940987,0.707134255,0.227041226
233,dG-C8-MeIQx,TUR-UMN-005.mzML,479.1898193,HCD,100,C13H15N7,264.0989473,273975.8726,38.78158257,0.146770846,0.387815826,0.287048831,0.056920057
234,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,0,C30H27N5O7,570.1983183,603571.097,80.41714386,0.453473176,0.804171439,1,0.364670176
235,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,10,C30H27N5O7,570.1983363,552356.5621,89.10118676,0.373815851,0.891011868,1,0.333074359
236,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,20,C25H19N5O4,454.1507807,568728.019,55.38194223,0.593190336,0.553819422,1,0.328520329
237,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,20,C30H27N5O7,570.1983946,152867.9156,64.74847705,0.159443121,0.647484771,0.268789141,0.103236992
238,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,30,C20H16O2,285.0908356,76697.88525,25.15196917,0.073908469,0.251519692,0.149630607,0.018589435
239,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,30,C24H19N5O3,425.9548036,1036.459686,24.87792573,0.000998765,0.248779257,0.002022039,0.000248472
240,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,30,C24H21N5O4,443.7359924,659.4627249,16.80623593,0.000635479,0.168062359,0.001286552,0.0001068
241,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,30,C25H19N5O4,454.1507693,512581.5293,63.14085754,0.493939511,0.631408575,1,0.311877643
242,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,30,C25H21N5O3,440.1711177,2369.832242,19.50185544,0.002283644,0.195018554,0.004623327,0.000445353
243,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,30,C25H23N5O4,458.1817198,1065.819153,30.95264287,0.001027056,0.309526429,0.002079316,0.000317901
244,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,40,C20H16O2,285.0908246,87336.77128,43.24734772,0.106311056,0.432473477,0.19413499,0.045976712
245,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,40,C20H16O3,303.1014015,84788.0799,27.77862579,0.10320865,0.277786258,0.188469676,0.028669945
246,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,40,C24H19N5O3,425.608132,1184.95737,24.38705616,0.001442394,0.243870562,0.002633961,0.000351758
247,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,40,C24H21N5O4,443.288021,702.7041396,15.90419003,0.00085537,0.1590419,0.001561993,0.00013604
248,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,40,C25H19N5O4,454.1507416,449876.508,60.23929496,0.547614089,0.60239295,1,0.329878866
249,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,40,C25H21N5O3,440.1711539,2543.795155,23.51141553,0.003096445,0.235114155,0.00565443,0.000728018
250,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,40,C25H23N5O4,457.9307173,879.4396668,31.26059249,0.001070502,0.312605925,0.001954847,0.000334645
251,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,50,C20H16O2,285.0907872,109440.9661,36.01504601,0.184500301,0.36015046,0.318688019,0.066447868
252,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,50,C20H16O3,303.1013928,105873.5356,15.44911664,0.178486173,0.154491166,0.308299794,0.027574537
253,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,50,C24H19N5O3,425.3835989,1516.900269,27.40507364,0.002557256,0.274050736,0.004417157,0.000700818
254,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,50,C24H21N5O4,443.2740648,767.1594781,25.94666422,0.001293311,0.259466642,0.00223394,0.000335571
255,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,50,C25H19N5O4,454.1507065,343410.9844,61.89774756,0.57893705,0.618977476,1,0.358348993
256,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,50,C25H21N5O3,440.1711052,2422.143789,26.02474635,0.004083354,0.260247464,0.007053193,0.001062683
257,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,50,C25H23N5O4,458.1818185,1009.219401,22.81193716,0.001701386,0.228119372,0.002938809,0.000388119
258,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,CID,50,C26H23N5O3,453.1833252,650.3916076,24.02177887,0.001096458,0.240217789,0.001893916,0.000263389
259,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,0,C25H19N5O4,454.1509016,69706.70622,38.27993993,0.040046604,0.382799399,0.097038205,0.015329816
260,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,0,C30H27N5O7,570.1982503,718342.9085,90.03194555,0.412689047,0.900319456,1,0.371551978
261,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,10,C20H16O2,285.0908763,71913.67757,30.62559399,0.059623951,0.30625594,0.12503113,0.018260189
262,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,10,C20H16O3,303.1014732,124944.5,36.39938181,0.103592043,0.363993818,0.217232001,0.037706863
263,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,10,C24H19N5O3,425.1522524,2673.282617,24.17744267,0.002216431,0.241774427,0.004647844,0.000535876
264,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,10,C25H19N5O4,454.1508534,575166.1793,64.58453359,0.476872849,0.645845336,1,0.307986106
265,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,10,C30H27N5O7,570.1982878,200415.7952,76.94565285,0.166165631,0.769456528,0.348448505,0.12785723
266,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,20,C20H16O2,285.0908584,267075.4045,55.24820579,0.55851016,0.552482058,1,0.308566842
267,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,20,C20H16O3,303.1014613,242718.0477,60.09227416,0.507573866,0.600922742,0.908799701,0.305012679
268,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,20,C24H19N5O3,425.1521968,6650.027122,19.46841605,0.013906588,0.19468416,0.024899437,0.002707392
269,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,20,C24H21N5O4,443.1627667,4306.643577,17.05284024,0.009006086,0.170528402,0.016125197,0.001535794
270,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,20,C25H19N5O4,454.1508789,229989.3452,64.15762142,0.480955505,0.641576214,0.861140117,0.308569612
271,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,20,C25H21N5O3,439.1677735,1784.557068,15.4905586,0.00373188,0.154905586,0.006681847,0.000578089
272,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,20,C25H23N5O4,457.2897136,988.6025798,22.2365182,0.002067373,0.222365182,0.003701586,0.000459712
273,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,20,C26H23N5O3,453.1834355,3444.149303,19.27233899,0.007202432,0.19272339,0.012895794,0.001388077
274,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,20,C26H25N5O4,471.1940241,2726.659858,8.322010363,0.005702012,0.083220104,0.010209326,0.000474522
275,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,20,C4H11N3O2,133.0858177,4789.913818,27.60569567,0.010016705,0.276056957,0.017934687,0.002765181
276,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C20H16O2,285.0908609,251115.0993,37.0154241,0.734417075,0.370154241,1,0.271847595
277,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C20H16O3,303.1014753,65650.83426,11.7851567,0.192003961,0.117851567,0.261437223,0.022627968
278,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C24H19N5O3,425.1521553,11680.35143,19.73502794,0.034160628,0.197350279,0.046513935,0.00674161
279,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C24H21N5O4,443.162768,7549.261434,19.87588857,0.022078746,0.198758886,0.030062953,0.004388347
280,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C25H19N5O4,454.1508177,42756.62435,31.55014887,0.125047021,0.315501489,0.170267039,0.039452521
281,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C25H21N5O3,439.9887504,3306.099942,16.29352841,0.009669097,0.162935284,0.013165676,0.001575437
282,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C25H23N5O4,457.5432433,1640.629139,19.57341173,0.004798222,0.195734117,0.006533375,0.000939176
283,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C26H23N5O3,453.1834923,5346.533793,20.21270469,0.015636597,0.202127047,0.021291168,0.003160579
284,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C26H25N5O4,471.1939919,3712.182262,14.24626194,0.010856735,0.142462619,0.014782792,0.001546679
285,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C5H13NO,104.1070144,4906.103418,26.32902437,0.014348504,0.263290244,0.01953727,0.003777821
286,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,30,C5H5N5O,152.0566436,125617.9531,7.895780938,0.367385195,0.078957809,0.500240541,0.02900793
287,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,40,C20H16O2,285.090844,85890.8967,15.66895888,0.791435162,0.156689589,1,0.12400965
288,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,40,C24H19N5O3,425.1521633,13340.44491,24.18823648,0.122924519,0.241882365,0.155318496,0.029733273
289,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,40,C24H21N5O4,443.1627451,8412.624064,20.22151332,0.077517487,0.202215133,0.097945468,0.015675209
290,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,40,C25H21N5O3,439.532604,3647.782338,9.138018069,0.033612214,0.091380181,0.042469953,0.00307149
291,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,40,C25H23N5O4,457.4518655,1963.379261,17.47158188,0.018091409,0.174715819,0.022858991,0.003160855
292,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,40,C26H23N5O3,453.1834642,5849.737162,21.15072565,0.05390196,0.211507256,0.068106603,0.011400656
293,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,40,C26H24N4O3,433.13383,6595.2736,4.745680881,0.060771649,0.047456809,0.076786643,0.002884029
294,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,40,C26H25N5O4,471.193906,4154.389981,24.51722933,0.038280312,0.245172293,0.048368222,0.009385272
295,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,40,C27H25N5O3,467.1990234,1795.818725,10.93270078,0.016547436,0.109327008,0.020908138,0.001809082
296,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,50,C24H19N5O3,425.1521608,8250.874098,28.55577324,0.040999017,0.285557732,0.056755195,0.011707586
297,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,50,C24H21N5O4,443.162735,5493.184631,26.76995621,0.027295917,0.267699562,0.037785907,0.007307105
298,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,50,C25H21N5O3,439.259,2389.852251,21.91743369,0.011875299,0.219174337,0.01643905,0.002602761
299,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,50,C25H23N5O4,457.3608426,1274.238708,23.119826,0.006331758,0.23119826,0.008765091,0.001463891
300,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,50,C26H23N5O3,453.1834412,3909.410693,28.41810138,0.019426062,0.284181014,0.026891619,0.005520518
301,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,50,C26H24N4O3,433.1337892,4619.423193,10.44641572,0.022954151,0.104464157,0.031775574,0.002397886
302,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,50,C26H25N5O4,471.193927,2647.017529,22.04231346,0.013153166,0.220423135,0.01820801,0.002899262
303,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,50,C5H5N5O,152.0566033,145376.5445,41.10660344,0.722383515,0.411066034,1,0.296947327
304,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,60,C17H12,215.0853492,102428.3229,16.40722458,0.533279046,0.164072246,0.652757582,0.087496291
305,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,60,C18H14O,242.0724301,78334.56337,25.33269635,0.407838184,0.253326964,0.499212315,0.103316409
306,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,60,C24H19N5O3,425.1521773,3141.303822,23.35785804,0.016354768,0.23357858,0.020018974,0.003820124
307,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,60,C24H21N5O4,443.1626333,2388.935262,28.62979748,0.012437665,0.286297975,0.015224262,0.003560878
308,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,60,C25H21N5O3,439.3349812,870.6985067,27.23582436,0.004533173,0.272358244,0.005548808,0.001234647
309,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,60,C5H11NO,102.0913365,3328.737691,64.07088816,0.017330617,0.640708882,0.021213456,0.01110388
310,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,60,C5H5N5O,152.0566226,156916.3281,19.93040375,0.816963389,0.199304037,1,0.162824102
311,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,70,C17H12,215.0853437,156027.4421,30.83841684,0.767647938,0.308384168,1,0.236730471
312,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,70,C18H14O,242.0724208,134276.9603,29.30034749,0.660636554,0.293003475,0.860598357,0.193568806
313,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,70,C5H11NO,102.0913256,3193.260399,56.30951264,0.015710696,0.563095126,0.020466018,0.008846617
314,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,80,C17H12,215.0853425,177708.6304,38.63829328,0.658087645,0.386382933,1,0.254273834
315,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,80,C18H14O,242.0724124,156610.8307,40.74914071,0.579958624,0.407491407,0.881278699,0.236328156
316,dG-N2-BPDE,TUR-UMN-006.mzML,570.1986694,HCD,80,C5H11NO,102.091338,2558.315792,42.83693378,0.009473913,0.428369338,0.014396126,0.004058334
317,dG-N2-BPDE,TUR-UMN-006.mzML,570.197937,HCD,90,C16H10,202.077547,44982.61963,15.81129428,0.17175895,0.158112943,0.266547819,0.027157313
318,dG-N2-BPDE,TUR-UMN-006.mzML,570.197937,HCD,90,C17H12,215.0853563,168760.0361,33.89517555,0.644383249,0.338951755,1,0.218414833
